FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
PHL_LAX_54489,2004,3,22,1,1755,2104,369,PHL,LAX,2401,22-03-2004 21:04
RIC_LGA_36701,2004,3,9,2,1049,1159,70,RIC,LGA,292,09-03-2004 11:59
CLT_MDT_29946,2004,3,31,3,1400,1524,84,CLT,MDT,413,31-03-2004 15:24
MOB_ATL_40648,2004,9,2,4,1239,1454,75,MOB,ATL,302,02-09-2004 17:53
DFW_SAT_50340,2004,7,12,1,1449,1550,61,DFW,SAT,247,12-07-2004 15:50
CVG_EWR_43667,2004,11,23,2,1750,1948,118,CVG,EWR,569,23-11-2004 19:48
BOS_LGA_32730,2004,7,27,2,1800,1910,70,BOS,LGA,185,27-07-2004 21:08
MSN_DTW_46637,2004,5,10,1,1758,2015,77,MSN,DTW,312,10-05-2004 22:47
CVG_LGA_53867,2004,7,28,3,1050,1238,108,CVG,LGA,585,28-07-2004 13:51
PHX_OAK_47564,2004,11,18,4,810,910,120,PHX,OAK,646,18-11-2004 10:05
DCA_LGA_44871,2004,9,17,5,1630,1737,67,DCA,LGA,214,17-09-2004 17:37
SEA_SLC_32185,2004,9,25,6,800,1050,110,SEA,SLC,689,25-09-2004 10:50
DFW_BTR_34622,2004,11,22,1,730,848,78,DFW,BTR,383,22-11-2004 10:10
GJT_DEN_31606,2004,7,1,4,1615,1720,65,GJT,DEN,212,01-07-2004 17:20
CMH_IAD_29664,2004,11,21,7,615,725,70,CMH,IAD,299,21-11-2004 09:57
OAK_BUR_41026,2004,11,25,4,1200,1305,65,OAK,BUR,325,25-11-2004 13:05
CVG_CHA_50726,2004,11,18,4,1235,1337,62,CVG,CHA,278,18-11-2004 15:06
PHL_DEN_29497,2004,7,19,1,1025,1226,241,PHL,DEN,1557,19-07-2004 12:26
MIA_PIT_34692,2004,9,14,2,1235,1513,158,MIA,PIT,1013,14-09-2004 15:13
DTW_PHX_26755,2004,5,17,1,1710,1811,241,DTW,PHX,1671,17-05-2004 20:09
PIT_CVG_54497,2004,7,21,3,620,740,80,PIT,CVG,256,21-07-2004 10:37
SFO_SNA_26462,2004,11,19,5,1335,1501,86,SFO,SNA,372,19-11-2004 15:01
RSW_ATL_51202,2004,9,30,4,815,959,104,RSW,ATL,515,30-09-2004 09:59
MAF_LAS_50959,2004,9,19,7,1450,1505,135,MAF,LAS,796,19-09-2004 15:05
CLE_LAS_42600,2004,5,7,5,1705,1828,263,CLE,LAS,1825,07-05-2004 18:28
ATL_RDU_34085,2004,3,23,2,1251,1405,74,ATL,RDU,356,23-03-2004 14:05
BHM_DFW_50268,2004,5,18,2,1425,1625,120,BHM,DFW,597,18-05-2004 16:25
SEA_ONT_36254,2004,5,31,1,1306,1533,147,SEA,ONT,956,31-05-2004 15:33
LAX_DEN_35033,2004,11,18,4,1255,1612,137,LAX,DEN,862,18-11-2004 18:53
DAY_DFW_36551,2004,7,6,2,1339,1457,138,DAY,DFW,861,06-07-2004 14:57
LBB_AUS_37105,2004,9,14,2,1425,1530,65,LBB,AUS,341,14-09-2004 15:30
BHM_LGA_51776,2004,5,25,2,1100,1424,144,BHM,LGA,866,25-05-2004 14:24
BOI_DEN_44951,2004,11,24,3,720,903,103,BOI,DEN,649,24-11-2004 09:03
LAX_OAK_34429,2004,5,9,7,1200,1310,70,LAX,OAK,337,09-05-2004 13:10
OAK_LAS_31005,2004,11,3,3,940,1100,80,OAK,LAS,407,03-11-2004 11:00
DFW_PDX_32270,2004,5,3,1,1134,1341,247,DFW,PDX,1616,03-05-2004 13:41
IAH_FLL_42396,2004,11,21,7,1540,1902,142,IAH,FLL,965,21-11-2004 19:02
CLT_TPA_54056,2004,3,9,2,1230,1411,101,CLT,TPA,508,09-03-2004 14:11
CRP_DFW_39093,2004,3,28,7,1730,1850,80,CRP,DFW,354,28-03-2004 19:58
SLC_DFW_30555,2004,9,27,1,1015,1352,157,SLC,DFW,988,27-09-2004 13:52
ORD_LAS_54009,2004,5,10,1,1500,1651,231,ORD,LAS,1515,10-05-2004 19:29
PIT_IAH_43817,2004,5,22,6,615,820,185,PIT,IAH,1117,22-05-2004 08:20
LAX_FLL_27225,2004,11,19,5,1025,1812,287,LAX,FLL,2342,19-11-2004 18:12
SDF_MDW_51552,2004,7,21,3,910,915,65,SDF,MDW,271,21-07-2004 11:07
MSP_SMF_53045,2004,7,2,5,1715,1902,227,MSP,SMF,1518,02-07-2004 19:02
ORF_DTW_41877,2004,5,13,4,914,1109,115,ORF,DTW,529,13-05-2004 11:09
ATL_MYR_49787,2004,7,8,4,1640,1757,77,ATL,MYR,317,08-07-2004 17:57
MIA_ATL_29787,2004,9,16,4,1240,1433,113,MIA,ATL,595,16-09-2004 14:33
GRB_CVG_38576,2004,9,30,4,530,807,97,GRB,CVG,416,30-09-2004 08:07
DFW_MFE_32852,2004,5,29,6,1015,1146,91,DFW,MFE,468,29-05-2004 11:46
ORF_ATL_46820,2004,3,7,7,1616,1815,119,ORF,ATL,516,07-03-2004 18:15
RIC_ORD_36273,2004,9,14,2,1655,1811,136,RIC,ORD,642,14-09-2004 18:11
BOS_CMH_30891,2004,7,20,2,840,1050,130,BOS,CMH,640,20-07-2004 12:09
ORD_OKC_31351,2004,9,21,2,1225,1422,117,ORD,OKC,693,21-09-2004 14:22
MSP_SFO_39177,2004,3,21,7,906,1112,246,MSP,SFO,1589,21-03-2004 11:12
SEA_PHX_27467,2004,7,4,7,800,1050,170,SEA,PHX,1107,04-07-2004 10:50
ATL_GSO_49314,2004,5,8,6,828,949,81,ATL,GSO,306,08-05-2004 09:49
MAF_DFW_40807,2004,11,22,1,1617,1730,73,MAF,DFW,309,22-11-2004 18:54
ORD_OMA_33537,2004,7,23,5,1425,1600,95,ORD,OMA,416,23-07-2004 16:00
TRI_ATL_47770,2004,3,11,4,1241,1400,79,TRI,ATL,227,11-03-2004 14:00
PIT_DFW_31237,2004,7,20,2,1145,1337,172,PIT,DFW,1068,20-07-2004 13:37
IAD_ORD_33691,2004,9,18,6,1645,1758,133,IAD,ORD,589,18-09-2004 19:29
DFW_XNA_46967,2004,5,27,4,1042,1148,66,DFW,XNA,281,27-05-2004 13:51
BNA_IAD_35859,2004,5,30,7,900,1143,103,BNA,IAD,542,30-05-2004 14:39
SLC_SAN_45400,2004,5,15,6,1115,1207,112,SLC,SAN,626,15-05-2004 12:07
PNS_ATL_32646,2004,7,10,6,1440,1655,75,PNS,ATL,272,10-07-2004 16:55
STL_PHX_28377,2004,7,14,3,1745,1900,195,STL,PHX,1262,14-07-2004 19:00
DFW_CAE_30521,2004,3,1,1,1735,2053,138,DFW,CAE,922,01-03-2004 20:53
CAE_IAD_43805,2004,11,14,7,1230,1353,83,CAE,IAD,401,14-11-2004 13:53
MCI_MEM_40436,2004,11,24,3,725,850,85,MCI,MEM,392,24-11-2004 10:58
PHX_LAX_51989,2004,3,19,5,1128,1154,86,PHX,LAX,370,19-03-2004 11:54
SEA_ORD_48702,2004,7,19,1,1419,2012,233,SEA,ORD,1721,19-07-2004 20:12
MSP_DEN_31088,2004,9,9,4,1649,1745,116,MSP,DEN,680,09-09-2004 17:45
PHL_IAH_44358,2004,11,13,6,600,826,206,PHL,IAH,1324,13-11-2004 08:26
JFK_RDU_54157,2004,5,27,4,1350,1530,100,JFK,RDU,426,27-05-2004 15:30
MCO_BOS_43963,2004,9,14,2,1425,1725,180,MCO,BOS,1121,14-09-2004 17:25
JAX_LGA_25897,2004,11,25,4,825,1040,135,JAX,LGA,834,25-11-2004 10:40
PDX_ORD_27317,2004,11,24,3,1335,1930,235,PDX,ORD,1739,24-11-2004 21:49
DTW_ALB_36760,2004,5,6,4,1350,1514,84,DTW,ALB,488,06-05-2004 15:14
SLC_PHX_27190,2004,5,17,1,955,1030,95,SLC,PHX,507,17-05-2004 10:30
BHM_HOU_44028,2004,7,31,6,950,1130,100,BHM,HOU,570,31-07-2004 11:30
DTW_EWR_55446,2004,7,19,1,1657,1847,110,DTW,EWR,487,19-07-2004 21:44
IAH_MFE_43920,2004,5,13,4,1433,1546,73,IAH,MFE,316,13-05-2004 18:22
SJC_PHX_33078,2004,9,26,7,1700,1855,115,SJC,PHX,621,26-09-2004 18:55
GRR_ATL_34893,2004,11,16,2,530,730,120,GRR,ATL,640,16-11-2004 08:18
EWR_MYR_46804,2004,5,1,6,1430,1620,110,EWR,MYR,550,01-05-2004 18:16
ATL_MEI_49304,2004,11,24,3,1725,1740,75,ATL,MEI,267,24-11-2004 18:57
ATL_ILM_27401,2004,5,31,1,1434,1555,81,ATL,ILM,377,31-05-2004 18:43
ONT_ATL_39302,2004,9,7,2,1315,2032,257,ONT,ATL,1900,07-09-2004 22:20
CLT_MIA_30222,2004,3,1,1,732,929,117,CLT,MIA,650,01-03-2004 09:29
JAC_MSP_53543,2004,1,2,5,900,1223,143,JAC,MSP,872,02-01-2004 15:05
PHL_ALB_40003,2004,5,23,7,1305,1412,67,PHL,ALB,212,23-05-2004 14:12
CLT_EWR_45740,2004,3,4,4,1330,1514,104,CLT,EWR,529,04-03-2004 16:57
MAF_IAH_30019,2004,5,22,6,1350,1515,85,MAF,IAH,429,22-05-2004 15:15
RDU_MSP_39105,2004,11,21,7,1340,1528,168,RDU,MSP,981,21-11-2004 15:28
CAK_ATL_29996,2004,7,25,7,1451,1644,113,CAK,ATL,528,25-07-2004 16:44
PIE_MDW_50319,2004,9,20,1,1223,1357,154,PIE,MDW,999,20-09-2004 13:57
ATL_EWR_29178,2004,9,16,4,1237,1450,133,ATL,EWR,745,16-09-2004 17:46
IAD_CLE_43210,2004,11,8,1,1235,1349,74,IAD,CLE,288,08-11-2004 13:49
TPA_ATL_29026,2004,9,25,6,1720,1858,98,TPA,ATL,406,25-09-2004 18:58
FLL_STL_45171,2004,7,15,4,1245,1425,160,FLL,STL,1056,15-07-2004 14:25
BUF_ATL_42389,2004,5,2,7,1345,1608,143,BUF,ATL,712,02-05-2004 16:08
EWR_SDF_37226,2004,5,14,5,1420,1627,127,EWR,SDF,642,14-05-2004 16:27
LAS_OAK_48656,2004,5,26,3,1050,1220,90,LAS,OAK,407,26-05-2004 12:20
MSP_SMF_49692,2004,7,31,6,923,1108,225,MSP,SMF,1518,31-07-2004 11:08
FWA_ORD_50467,2004,5,15,6,1509,1615,66,FWA,ORD,157,15-05-2004 16:15
RDU_LGA_43129,2004,3,23,2,640,820,100,RDU,LGA,431,23-03-2004 08:20
BWI_RDU_49585,2004,9,30,4,925,1030,65,BWI,RDU,255,30-09-2004 13:07
DAB_EWR_29945,2004,5,4,2,1730,2000,150,DAB,EWR,884,04-05-2004 20:00
ATL_MLU_52736,2004,5,12,3,1750,1828,98,ATL,MLU,448,12-05-2004 20:50
ATL_DSM_49622,2004,5,25,2,1535,1653,138,ATL,DSM,743,25-05-2004 16:53
IAH_SJT_38295,2004,5,19,3,910,1042,92,IAH,SJT,321,19-05-2004 10:42
PBI_BOS_39900,2004,5,8,6,1300,1559,179,PBI,BOS,1197,08-05-2004 15:59
ELP_DFW_51570,2004,9,11,6,1109,1349,100,ELP,DFW,551,11-09-2004 13:49
SFO_LAX_32506,2004,11,7,7,1800,1919,79,SFO,LAX,337,07-11-2004 19:19
SLC_DFW_51590,2004,5,30,7,1645,2019,154,SLC,DFW,988,30-05-2004 20:19
MCI_DFW_28325,2004,7,27,2,700,834,94,MCI,DFW,460,27-07-2004 08:34
BWI_LAS_47982,2004,9,11,6,930,1125,295,BWI,LAS,2106,11-09-2004 11:25
EWR_BUF_50858,2004,9,19,7,735,853,78,EWR,BUF,282,19-09-2004 08:53
DCA_ORD_55435,2004,9,3,5,700,759,119,DCA,ORD,612,03-09-2004 07:59
LBB_IAH_47206,2004,7,18,7,1625,1804,99,LBB,IAH,458,18-07-2004 18:04
DFW_DTW_48967,2004,5,19,3,945,1330,165,DFW,DTW,987,19-05-2004 13:30
OMA_EWR_27502,2004,9,7,2,730,1112,162,OMA,EWR,1133,07-09-2004 11:12
IND_LAS_52833,2004,5,16,7,1520,1730,250,IND,LAS,1591,16-05-2004 17:30
GRB_CVG_46049,2004,11,18,4,1030,1255,85,GRB,CVG,416,18-11-2004 15:55
BNA_HOU_41346,2004,5,18,2,635,840,125,BNA,HOU,670,18-05-2004 08:40
COS_SLC_46016,2004,7,21,3,840,1015,95,COS,SLC,410,21-07-2004 10:15
SFO_MDW_45542,2004,9,6,1,810,1417,247,SFO,MDW,1855,06-09-2004 14:17
SDF_ATL_41039,2004,7,28,3,740,908,88,SDF,ATL,321,28-07-2004 09:08
LAS_MDW_51009,2004,7,5,1,1055,1630,215,LAS,MDW,1521,05-07-2004 16:30
ATL_PHL_29781,2004,5,26,3,1715,1929,134,ATL,PHL,665,26-05-2004 19:29
FLL_ATL_41891,2004,9,20,1,1720,1915,115,FLL,ATL,581,20-09-2004 19:15
MAF_IAH_27655,2004,3,21,7,1631,1755,84,MAF,IAH,429,21-03-2004 17:55
PHL_JAX_41500,2004,3,15,1,745,1001,136,PHL,JAX,742,15-03-2004 10:01
DEN_DTW_44469,2004,9,23,4,801,1246,165,DEN,DTW,1123,23-09-2004 12:46
RIC_EWR_38497,2004,9,5,7,1050,1200,70,RIC,EWR,278,05-09-2004 12:00
RAP_DEN_48347,2004,7,28,3,1430,1739,189,RAP,DEN,301,28-07-2004 17:39
GPT_DFW_47150,2004,5,30,7,1024,1207,103,GPT,DFW,500,30-05-2004 12:07
DCA_DTW_44347,2004,9,11,6,625,757,92,DCA,DTW,405,11-09-2004 07:57
EWR_CLT_30496,2004,5,5,3,1720,1915,115,EWR,CLT,529,05-05-2004 19:15
ATL_ICT_49322,2004,11,22,1,948,1115,147,ATL,ICT,781,22-11-2004 13:05
CLT_PIT_41155,2004,5,12,3,1045,1213,88,CLT,PIT,366,12-05-2004 12:13
PHX_PHL_54195,2004,5,11,2,1510,2245,275,PHX,PHL,2075,11-05-2004 22:45
ORD_SAN_28864,2004,5,5,3,1205,1411,246,ORD,SAN,1723,05-05-2004 14:11
SLC_MSP_31534,2004,9,13,1,1655,2031,156,SLC,MSP,991,13-09-2004 20:31
DEN_MSP_55441,2004,7,14,3,1320,1610,110,DEN,MSP,680,14-07-2004 16:10
DTW_EWR_26520,2004,9,17,5,1657,1844,107,DTW,EWR,487,17-09-2004 18:44
DEN_CLE_27366,2004,7,2,5,1440,1928,168,DEN,CLE,1201,02-07-2004 19:28
TPA_MEM_31715,2004,9,12,7,1250,1350,120,TPA,MEM,656,12-09-2004 13:50
LAS_PHX_40956,2004,3,27,6,1241,1450,69,LAS,PHX,256,27-03-2004 14:50
SAN_CVG_41676,2004,7,20,2,1100,1811,251,SAN,CVG,1865,20-07-2004 18:11
ORD_LAX_49946,2004,9,10,5,600,813,253,ORD,LAX,1745,10-09-2004 08:13
DFW_ORD_38848,2004,9,25,6,1300,1519,139,DFW,ORD,802,25-09-2004 15:19
ORD_CVG_31448,2004,11,1,1,1315,1530,75,ORD,CVG,264,01-11-2004 17:45
MTJ_DEN_35253,2004,9,8,3,640,744,64,MTJ,DEN,197,08-09-2004 07:44
IAH_ATL_53760,2004,9,29,3,900,1201,121,IAH,ATL,689,29-09-2004 12:01
CAE_ORD_32895,2004,5,8,6,715,835,140,CAE,ORD,666,08-05-2004 08:35
ATW_ATL_45977,2004,7,31,6,1130,1441,131,ATW,ATL,765,31-07-2004 14:41
TPA_DFW_32543,2004,7,13,2,1719,1859,160,TPA,DFW,929,13-07-2004 18:59
EWR_SFO_26088,2004,7,20,2,1135,1432,357,EWR,SFO,2565,20-07-2004 14:32
DFW_MSY_25999,2004,5,17,1,1308,1440,92,DFW,MSY,448,17-05-2004 14:40
ORD_AUS_52739,2004,7,27,2,814,1046,152,ORD,AUS,978,27-07-2004 10:46
GSO_CVG_46237,2004,5,3,1,1035,1200,85,GSO,CVG,330,03-05-2004 12:00
DFW_JAN_51458,2004,11,5,5,1130,1250,80,DFW,JAN,408,05-11-2004 12:50
DFW_MCO_26275,2004,7,10,6,1320,1659,159,DFW,MCO,984,10-07-2004 16:59
ANC_SEA_36202,2004,11,12,5,1704,2122,198,ANC,SEA,1449,12-11-2004 23:08
DFW_SAT_39449,2004,3,3,3,910,1020,70,DFW,SAT,247,03-03-2004 12:58
CVG_IAD_30262,2004,7,28,3,1225,1345,80,CVG,IAD,388,28-07-2004 15:34
RNO_SEA_52150,2004,7,14,3,1000,1143,103,RNO,SEA,564,14-07-2004 11:43
CLT_IAH_53845,2004,1,1,4,1735,1929,174,CLT,IAH,913,01-01-2004 20:26
IAH_MSY_46558,2004,1,3,6,914,1018,64,IAH,MSY,305,03-01-2004 10:18
ABQ_DFW_26899,2004,7,28,3,1515,1759,104,ABQ,DFW,569,28-07-2004 17:59
SEA_SNA_48705,2004,11,28,7,1511,1744,153,SEA,SNA,978,28-11-2004 17:44
DTW_ROC_53943,2004,11,10,3,720,828,68,DTW,ROC,296,10-11-2004 08:28
ABQ_MSP_31230,2004,3,30,2,1410,1744,154,ABQ,MSP,981,30-03-2004 17:44
JAX_DTW_40828,2004,5,9,7,1332,1555,143,JAX,DTW,814,09-05-2004 15:55
OMA_MSP_29360,2004,7,24,6,724,830,66,OMA,MSP,282,24-07-2004 08:30
ATL_CLE_32028,2004,5,26,3,1547,1743,116,ATL,CLE,554,26-05-2004 17:43
CVG_MDW_34143,2004,9,19,7,1500,1520,80,CVG,MDW,249,19-09-2004 15:20
BWI_TPA_43286,2004,9,15,3,710,930,140,BWI,TPA,842,15-09-2004 09:30
IAH_DFW_52911,2004,11,1,1,1045,1158,73,IAH,DFW,224,01-11-2004 13:43
BOS_MEM_27488,2004,5,14,5,1555,1803,188,BOS,MEM,1139,14-05-2004 18:03
OGG_SFO_39086,2004,11,14,7,1450,2133,283,OGG,SFO,2338,14-11-2004 21:33
SLC_FAT_41250,2004,9,1,3,1510,1545,95,SLC,FAT,501,01-09-2004 15:45
RNO_LAX_36249,2004,5,16,7,900,1025,85,RNO,LAX,390,16-05-2004 10:25
XNA_ORD_43134,2004,9,9,4,640,819,99,XNA,ORD,522,09-09-2004 08:19
LGA_DTW_40610,2004,11,5,5,1620,1824,124,LGA,DTW,501,05-11-2004 18:24
MIA_MSP_30895,2004,11,28,7,1329,1614,225,MIA,MSP,1501,28-11-2004 16:14
CLE_ALB_30221,2004,3,17,3,1515,1635,80,CLE,ALB,424,17-03-2004 19:16
IND_LGA_46855,2004,11,21,7,715,907,112,IND,LGA,659,21-11-2004 09:07
LGA_BOS_44619,2004,7,28,3,1330,1432,62,LGA,BOS,185,28-07-2004 14:32
BOI_SLC_33900,2004,9,13,1,1425,1528,63,BOI,SLC,291,13-09-2004 15:28
MDW_CVG_45246,2004,5,7,5,1541,1804,83,MDW,CVG,249,07-05-2004 18:04
DFW_JAN_42269,2004,11,5,5,1310,1432,82,DFW,JAN,408,05-11-2004 14:32
MCO_ATL_27804,2004,5,2,7,700,834,94,MCO,ATL,403,02-05-2004 08:34
GSO_CVG_37307,2004,9,8,3,825,948,83,GSO,CVG,330,08-09-2004 11:45
DFW_AEX_45418,2004,7,2,5,1600,1709,69,DFW,AEX,285,02-07-2004 17:09
MSP_ATL_34859,2004,7,2,5,1014,1336,142,MSP,ATL,906,02-07-2004 13:36
PHX_LAS_27807,2004,5,11,2,1000,1105,65,PHX,LAS,256,11-05-2004 11:05
BWI_CLT_32058,2004,9,11,6,1015,1137,82,BWI,CLT,361,11-09-2004 11:37
BDL_MSP_26036,2004,3,22,1,1340,1539,179,BDL,MSP,1050,22-03-2004 15:39
RDU_LGA_49429,2004,11,30,2,925,1100,95,RDU,LGA,431,30-11-2004 11:00
ATL_PHF_30549,2004,7,9,5,755,935,100,ATL,PHF,508,09-07-2004 09:35
BWI_BOS_44181,2004,7,14,3,1530,1645,75,BWI,BOS,370,14-07-2004 18:33
LGA_DCA_32110,2004,5,11,2,1100,1204,64,LGA,DCA,214,11-05-2004 12:04
AUS_ATL_40310,2004,9,10,5,1530,1848,138,AUS,ATL,813,10-09-2004 18:48
ORD_EWR_54887,2004,11,3,3,612,907,115,ORD,EWR,719,03-11-2004 09:07
ATL_CAK_49366,2004,9,4,6,1600,1755,115,ATL,CAK,528,04-09-2004 20:14
CAE_CVG_49315,2004,11,1,1,1225,1357,92,CAE,CVG,404,01-11-2004 13:57
ATL_DAY_40665,2004,9,20,1,1713,1844,91,ATL,DAY,432,20-09-2004 18:44
JFK_SEA_52024,2004,9,27,1,705,955,350,JFK,SEA,2421,27-09-2004 09:55
CRP_ATL_37474,2004,3,25,4,700,1021,141,CRP,ATL,876,25-03-2004 10:21
AGS_ATL_42587,2004,3,11,4,935,1043,68,AGS,ATL,143,11-03-2004 10:43
MSN_DTW_50213,2004,7,17,6,1010,1224,74,MSN,DTW,312,17-07-2004 12:24
DCA_MIA_33503,2004,7,20,2,1715,1943,148,DCA,MIA,920,20-07-2004 19:43
CLT_FLL_49448,2004,11,27,6,1425,1620,115,CLT,FLL,631,27-11-2004 16:20
ORD_TYS_35675,2004,11,17,3,1119,1344,85,ORD,TYS,475,17-11-2004 16:40
IAH_SDF_49894,2004,5,6,4,1055,1405,130,IAH,SDF,788,06-05-2004 14:05
PBI_DFW_45096,2004,11,25,4,805,1006,181,PBI,DFW,1103,25-11-2004 10:06
SDF_ATL_31224,2004,7,10,6,1225,1344,79,SDF,ATL,321,10-07-2004 13:44
JAX_CVG_51041,2004,5,30,7,1450,1648,118,JAX,CVG,614,30-05-2004 16:48
DFW_ELP_34904,2004,5,20,4,1144,1225,101,DFW,ELP,551,20-05-2004 12:25
TPA_CMH_32923,2004,7,29,4,1255,1505,130,TPA,CMH,829,29-07-2004 15:05
LBB_IAH_30920,2004,11,13,6,1330,1500,90,LBB,IAH,458,13-11-2004 15:35
HPN_IAD_33621,2004,11,11,4,859,1015,76,HPN,IAD,247,11-11-2004 10:15
BUF_ORD_54614,2004,9,28,2,821,904,103,BUF,ORD,473,28-09-2004 09:04
PHL_FLL_55494,2004,7,12,1,1005,1250,165,PHL,FLL,992,12-07-2004 14:52
OAK_BUR_53609,2004,11,2,2,1510,1615,65,OAK,BUR,325,02-11-2004 16:15
LAX_OAK_47473,2004,11,1,1,1730,1845,75,LAX,OAK,337,01-11-2004 18:45
JFK_LAX_38452,2004,5,11,2,855,1144,349,JFK,LAX,2475,11-05-2004 11:44
BOS_STT_50904,2004,3,18,4,825,1322,237,BOS,STT,1693,18-03-2004 13:22
GRB_DTW_47428,2004,11,3,3,1030,1244,74,GRB,DTW,288,03-11-2004 12:44
ORD_GSO_54763,2004,5,13,4,1330,1619,109,ORD,GSO,590,13-05-2004 18:13
OAK_LAX_38395,2004,9,27,1,1045,1205,80,OAK,LAX,337,27-09-2004 12:05
LGA_MDW_44434,2004,9,6,1,910,1028,138,LGA,MDW,725,06-09-2004 10:28
EWR_SFO_32447,2004,11,28,7,1530,1844,374,EWR,SFO,2565,28-11-2004 20:09
BOS_IAD_33584,2004,7,26,1,930,1111,101,BOS,IAD,413,26-07-2004 11:11
EWR_MEM_50568,2004,11,28,7,1055,1249,174,EWR,MEM,946,28-11-2004 14:55
MDW_ATL_52335,2004,7,22,4,1430,1725,115,MDW,ATL,590,22-07-2004 17:25
CVG_BNA_47930,2004,9,15,3,1055,1104,69,CVG,BNA,230,15-09-2004 11:04
SFO_PIT_46156,2004,9,4,6,715,1502,287,SFO,PIT,2254,04-09-2004 15:02
JFK_SAN_27434,2004,7,5,1,1150,1440,350,JFK,SAN,2446,05-07-2004 14:40
ISP_MDW_52892,2004,7,31,6,750,900,130,ISP,MDW,765,31-07-2004 11:34
EWR_SFO_35554,2004,9,18,6,1135,1446,371,EWR,SFO,2565,18-09-2004 14:46
TUS_IAH_49966,2004,5,24,1,1030,1457,147,TUS,IAH,936,24-05-2004 14:57
SJU_JFK_35544,2004,9,26,7,700,1050,230,SJU,JFK,1597,26-09-2004 10:50
BUF_EWR_46255,2004,11,28,7,1245,1405,80,BUF,EWR,282,28-11-2004 16:28
EWR_LAS_44276,2004,11,5,5,1115,1343,328,EWR,LAS,2227,05-11-2004 13:43
FAT_LAX_38784,2004,7,13,2,700,814,74,FAT,LAX,209,13-07-2004 08:14
EWR_ORD_26859,2004,7,24,6,600,725,145,EWR,ORD,719,24-07-2004 07:25
MHT_CLT_34289,2004,9,22,3,700,915,135,MHT,CLT,737,22-09-2004 09:15
CLE_MDW_32367,2004,3,18,4,1320,1330,70,CLE,MDW,307,18-03-2004 15:38
DCA_LAS_40096,2004,7,16,5,855,1042,287,DCA,LAS,2089,16-07-2004 10:42
CVG_RDU_32717,2004,5,16,7,1235,1403,88,CVG,RDU,390,16-05-2004 14:03
CVG_MIA_49923,2004,11,24,3,1335,1611,156,CVG,MIA,948,24-11-2004 17:35
PHF_ATL_50110,2004,11,14,7,1315,1503,108,PHF,ATL,508,14-11-2004 15:03
MCO_SJU_50217,2004,9,2,4,815,1100,165,MCO,SJU,1189,02-09-2004 11:00
ATL_PFN_31884,2004,3,4,4,1337,1404,87,ATL,PFN,247,04-03-2004 14:04
FLL_DTW_37115,2004,11,10,3,1103,1359,176,FLL,DTW,1127,10-11-2004 13:59
IND_IAH_49051,2004,7,6,2,815,1041,146,IND,IAH,845,06-07-2004 10:41
LBB_DFW_48114,2004,9,1,3,1115,1221,66,LBB,DFW,282,01-09-2004 12:21
HOU_ATL_40816,2004,7,15,4,725,1023,118,HOU,ATL,696,15-07-2004 10:23
PIT_BDL_48318,2004,1,4,7,1600,1721,81,PIT,BDL,406,04-01-2004 18:08
MIA_EWR_55673,2004,5,1,6,1200,1508,188,MIA,EWR,1086,01-05-2004 15:08
SEA_DEN_42643,2004,3,20,6,1121,1448,147,SEA,DEN,1024,20-03-2004 14:48
BOI_MSP_45018,2004,11,10,3,805,1150,165,BOI,MSP,1142,10-11-2004 11:50
SJC_LAX_34445,2004,11,29,1,1615,1725,70,SJC,LAX,308,29-11-2004 17:25
CVG_CHO_54958,2004,5,24,1,1100,1222,82,CVG,CHO,342,24-05-2004 12:22
SFO_SNA_30728,2004,5,14,5,1605,1733,88,SFO,SNA,372,14-05-2004 17:33
ATL_LEX_54325,2004,11,29,1,745,855,70,ATL,LEX,303,29-11-2004 08:55
CLE_PHX_46343,2004,5,21,5,1700,1826,266,CLE,PHX,1737,21-05-2004 18:26
OMA_SLC_37534,2004,9,7,2,840,1004,144,OMA,SLC,839,07-09-2004 10:04
CMH_MSP_40147,2004,9,23,4,720,818,118,CMH,MSP,627,23-09-2004 08:18
DFW_CLT_40673,2004,11,27,6,1330,1656,146,DFW,CLT,936,27-11-2004 16:56
JAC_SLC_54187,2004,5,4,2,1630,1732,62,JAC,SLC,205,04-05-2004 17:32
CVG_BTV_42118,2004,11,25,4,1545,1743,118,CVG,BTV,702,25-11-2004 20:23
CVG_LGA_30550,2004,11,29,1,1440,1636,116,CVG,LGA,585,29-11-2004 16:36
RDU_PHL_28297,2004,11,16,2,1155,1316,81,RDU,PHL,336,16-11-2004 13:16
OMA_MSP_37886,2004,7,1,4,1615,1726,71,OMA,MSP,282,01-07-2004 17:26
HDN_ATL_39061,2004,1,3,6,1240,1750,190,HDN,ATL,1340,03-01-2004 19:58
ORD_CMH_33343,2004,5,14,5,616,821,65,ORD,CMH,296,14-05-2004 08:48
BWI_CLE_30732,2004,11,6,6,1105,1215,70,BWI,CLE,314,06-11-2004 12:15
LNK_DEN_44116,2004,1,4,7,1010,1030,80,LNK,DEN,423,04-01-2004 10:30
ORD_BWI_26419,2004,9,4,6,815,1107,112,ORD,BWI,622,04-09-2004 11:07
ATL_PHL_29469,2004,5,8,6,800,1000,120,ATL,PHL,665,08-05-2004 10:00
